Parceiro,id_Imovel_imobiliaria,Data de Entrada,O proprietário aceitou publicar com o QuintoAndar,Tag Imobiliária,Nome do Proprietário,Telefone,E-mail pessoal do proprietário. Ex: fulanoassis@hotmail.com,Opt-in para receber mensagem no whastapp,Responsável pelo gerenciamento do cadastro,"Nome do responsável pelo gerenciamento do cadastro, caso seja um administrador/terceiro",Selecione o tipo de imóvel,"Nome do logradouro (rua, avenida, praça), junto com o número. Ex: Rua Girassol, 555 - Vila Madalena , São Paulo - SP.",Número,CEP,Andar (em caso de kitnet e apartamento). Ex: 11,"Número do apartamento (em caso de apartamento, casa condomínio ou kitnet). Ex: Apto 32 - Bloco C",Quantidade de quartos. Ex: 2,"Destes quartos, quantos são suites? Ex: 1",Quantidade de banheiros no total. Ex: 2,Metragem de área útil. Ex: 50m2,O que vai ficar no imóvel? (quando é mobiliado),Portaria (caSimo Simeja apartameNãoto ou caSima coNãodomíNãoio),Vagas de garagem. Ex: 2,"Descrição do imóvel. Ex: Bem iluminado e arejado, próximo ao shopping X e 15 minutos do metro X. ",Quem mora no imóvel?,Possui restrição para visitas em caso de inquilino ou proprietário morando?,"Se o imóvel estiver vago, qual o tipo de chave? ","Se sim, escreva abaixo as observações deixando claro o local das chaves. ",Onde estão as chaves?,Placa?,Observação Interna,Imóvel será anunciado pra venda?,Valor da venda. Ex: R$1.000.000.00,Valor do condomínio. se existir. Ex: R$500.00,Valor IPTU,Como é feito o pagamento?,Status Pré Contato,Qtd. De Ligações,Status Pós Contato,Justificativa,Status Final,Código do imóv0l QuintoAndar,Obs,Data Cadastro,Aprovado LQ,Imóvel já listado/publicado
Real Up,32521,30/03/2230,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Mário Agostinelli,100,Rua Mário Agostinelli,10,1002,2,2,4,89,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,639000,1433,2063,Mensalmente,,,,,,,,,,
Real Up,32517,30/03/2231,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Amaral,18,Rua Amaral,4,401,2,2,6,128,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,750000,1200,2510,Mensalmente,,,,,,,,,,
Real Up,32488,30/03/2232,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida São Josemaria Escrivá,560,Avenida São Josemaria Escrivá,0,104,2,0,1,53,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,400000,700,0,Mensalmente,,,,,,,,,,
Real Up,32474,30/03/2233,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Aldo Bonadei,137,Rua Aldo Bonadei,3,cob2,4,2,5,274,,Não,5,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,2550000,1530,8872,Mensalmente,,,,,,,,,,
Real Up,32467,30/03/2234,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Casa,Rua Augusto Camossa Saldanha,30,Rua Augusto Camossa Saldanha,0,qd.34,5,5,10,640,,Não,5,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,8400000,1500,0,Mensalmente,,,,,,,,,,
Real Up,32462,30/03/2235,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Dias da Rocha,52,Rua Dias da Rocha,9,901,3,1,2,130,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1345000,1400,4453,Mensalmente,,,,,,,,,,
Real Up,32284,30/03/2236,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Fernando Nogueira de Sousa,84,Rua Fernando Nogueira de Sousa,0,cob 1,4,4,8,308,,Não,3,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,5250000,2115,10448,Mensalmente,,,,,,,,,,
Real Up,32259,30/03/2237,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Praia de Botafogo,324,Praia de Botafogo,9,906,1,0,1,51,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,500000,605,1100,Mensalmente,,,,,,,,,,
Real Up,32149,30/03/2238,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Lúcio Costa,3650,Avenida Lúcio Costa,3,316,2,2,5,131,,Não,3,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1590000,4300,928.4,Mensalmente,,,,,,,,,,
Real Up,32104,30/03/2239,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Leopoldo Miguez,144,Rua Leopoldo Miguez,6,602,3,0,2,95,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1100000,1500,2684,Mensalmente,,,,,,,,,,
Real Up,32090,30/03/2240,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Lúcio Costa,9600,Avenida Lúcio Costa,10,106,1,1,2,"121,66",,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,3236156,2838.93,12001,Mensalmente,,,,,,,,,,
Real Up,32089,30/03/2241,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Fala Amendoeira,454,Rua Fala Amendoeira,10,1004,4,1,3,191,,Não,3,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,2600000,3058,6167,Mensalmente,,,,,,,,,,
Real Up,32088,30/03/2242,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Lúcio Costa,9600,Avenida Lúcio Costa,10,102,1,1,2,"121,66",,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,3698464,2838.93,13277,Mensalmente,,,,,,,,,,
Real Up,32085,30/03/2243,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Lúcio Costa,9600,Avenida Lúcio Costa,10,105,1,1,2,168,,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,3376800,3864.9,16461,Mensalmente,,,,,,,,,,
Real Up,32083,30/03/2244,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Sá Ferreira,156,Rua Sá Ferreira,10,1001,4,1,7,235,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,3200000,1500,4111,Mensalmente,,,,,,,,,,
Real Up,32081,30/03/2245,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Lúcio Costa,9600,Avenida Lúcio Costa,10,104,1,1,2,"91,9",,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,2444540,2171.14,9154,Mensalmente,,,,,,,,,,
Real Up,32058,30/03/2246,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Das Américas,10333,Avenida Das Américas,0,602,5,5,10,434,,Não,4,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,5600000,6000,1703.1,Mensalmente,,,,,,,,,,
Real Up,32043,30/03/2247,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Assunção,162,Rua Assunção,3,303,2,0,2,80,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,830000,1080,180.5,Mensalmente,,,,,,,,,,
Real Up,32039,30/03/2248,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Embaixador Abelardo Bueno,3250,Avenida Embaixador Abelardo Bueno,12,1202,3,1,4,69,,Não,5,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,925000,790,1799,Mensalmente,,,,,,,,,,
Real Up,32038,30/03/2249,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Adolpho de Vasconcelos,145,Avenida Adolpho de Vasconcelos,0,1605,2,0,1,52,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,495000,850,109,Mensalmente,,,,,,,,,,
Real Up,32033,30/03/2250,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Mena Barreto,173,Rua Mena Barreto,1,103,2,1,2,82,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,750000,1500,273.1,Mensalmente,,,,,,,,,,
Real Up,32028,30/03/2251,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Praia de Botafogo,460,Praia de Botafogo,3,327,1,0,1,33,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,535000,370,765,Mensalmente,,,,,,,,,,
Real Up,32018,30/03/2252,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Ayrton Senna,270,Avenida Ayrton Senna,11,1107,1,0,1,69,,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,610000,1103.58,2347,Mensalmente,,,,,,,,,,
Real Up,32013,30/03/2253,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Praça João Fortes,53,Praça João Fortes,4,403,2,1,4,86,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1050000,1400,2364,Mensalmente,,,,,,,,,,
Real Up,32006,30/03/2254,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Lúcio Costa,3300,Avenida Lúcio Costa,22,2206,3,1,3,236,,Não,3,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,3200000,3000,5748,Mensalmente,,,,,,,,,,
Real Up,31984,30/03/2255,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua da Matriz,34,Rua da Matriz,5,503,2,1,3,61,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,700000,720,1233,Mensalmente,,,,,,,,,,
Real Up,31976,30/03/2256,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Visconde de Rio Branco,53,Rua Visconde de Rio Branco,8,806,1,0,1,38,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,320000,400,0,Mensalmente,,,,,,,,,,
Real Up,31971,30/03/2257,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Casa,Rua Sorocaba,765,Rua Sorocaba,1,101 e 201,8,1,6,494,,Não,5,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,4000000,0,12458,Mensalmente,,,,,,,,,,
Real Up,31967,30/03/2258,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Duvivier,37,Rua Duvivier,4,401,2,0,2,67,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,680000,730,228.4,Mensalmente,,,,,,,,,,
Real Up,31955,30/03/2259,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Bulhões de Carvalho,473,Rua Bulhões de Carvalho,10,C02,3,1,5,147,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1600000,1645,3124,Mensalmente,,,,,,,,,,
Real Up,31952,30/03/2260,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua João Zanetti,51,Rua João Zanetti,0,cob 02,3,3,7,278,,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,2699000,1700,8433,Mensalmente,,,,,,,,,,
Real Up,31927,30/03/2261,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Leopoldo Miguez,7,Rua Leopoldo Miguez,3,301,3,1,4,138,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1430000,1631.22,4443,Mensalmente,,,,,,,,,,
Real Up,31883,30/03/2262,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Dona Mariana,182,Rua Dona Mariana,12,1502,3,2,4,207,,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,2700000,2200,7094,Mensalmente,,,,,,,,,,
Real Up,31860,30/03/2263,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Casa,Rua Bambina,93,Rua Bambina,1,6,3,0,3,168,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1500000,0,2674,Mensalmente,,,,,,,,,,
Real Up,31827,30/03/2264,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida General Guedes da Fontoura,235,Avenida General Guedes da Fontoura,3,301,4,4,6,624,,Não,5,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,4300000,2556,19788,Mensalmente,,,,,,,,,,
Real Up,31699,30/03/2265,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Praia Botafogo,340,Praia Botafogo,9,925,1,0,1,17,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,330000,480,346,Mensalmente,,,,,,,,,,
Real Up,31555,30/03/2266,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Praia de Botafogo,340,Praia de Botafogo,7,704,1,0,1,19,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,490000,427.08,0,Mensalmente,,,,,,,,,,
Real Up,31548,30/03/2267,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Alfredo Ceschiatti,105,Rua Alfredo Ceschiatti,12,1209,2,1,4,144,,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,780000,1700,2918,Mensalmente,,,,,,,,,,
Real Up,31535,30/03/2268,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Casa,Rua da Passagem,163,Rua da Passagem,0,casa 33,3,1,2,119,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1230000,600,1850,Mensalmente,,,,,,,,,,
Real Up,31513,30/03/2269,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Casa,Avenida Ilha da Gigoia,42,Avenida Ilha da Gigoia,1,casa 5,2,1,4,140,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,695000,0,3642,Mensalmente,,,,,,,,,,
Real Up,31499,30/03/2270,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Coração de Maria,400,Rua Coração de Maria,1,104,2,0,1,60,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,290000,350,0,Mensalmente,,,,,,,,,,
